provincia,canton,total,acumuladas,lat,lng,semana
Los Ríos,Buena Fe,0,0,-0.8985719999999999,-79.48891600000000,1
Los Ríos,Mocache,2,2,-1.183850000000000,-79.50552999999999,1
Los Ríos,Montalvo,1,1,-1.793800000000000,-79.28570000000001,1
Los Ríos,Palenque,1,1,-1.432800000000000,-79.74950000000000,1
Los Ríos,Puebloviejo,5,5,-1.550000000000000,-79.53388900000000,1
Los Ríos,Quevedo,9,9,-1.033333000000000,-79.45000000000000,1
Los Ríos,Quinsaloma,2,2,-1.206200000000000,-79.31450000000000,1
Los Ríos,Urdaneta,2,2,-1.570556000000000,-79.47111099999999,1
Los Ríos,Valencia,3,3,-0.9525000000000000,-79.35310000000000,1
Los Ríos,Ventanas,6,6,-1.450000000000000,-79.47000000000000,1
Los Ríos,Vinces,9,9,-1.558333000000000,-79.75000000000000,1
Manabí,Bolívar,3,3,-0.8419440000000000,-80.16194400000001,1
Manabí,Chone,10,10,-0.6833330000000000,-80.09999999999999,1
Manabí,El Carmen,3,3,-1.314700000000000,-80.01690000000001,1
Manabí,Flavio Alfaro,1,1,-0.4054000000000000,-79.90580000000000,1
Manabí,Jama,0,0,-0.2014000000000000,-80.26590000000000,1
Manabí,Jaramijó,0,0,-0.9487300000000000,-80.63630000000001,1
Manabí,Jipijapa,6,6,-1.333330000000000,-80.58329999999999,1
Manabí,Junín,3,3,-0.9291600000000000,-80.20569000000000,1
Manabí,Manta,32,32,-0.9500220000000000,-80.71620000000000,1
Manabí,Montecristi,0,0,-1.033330000000000,-80.65000000000001,1
Manabí,Olmedo,2,2,-1.396111000000000,-80.20611100000001,1
Manabí,Paján,5,5,-1.570000000000000,-80.42000000000000,1
Manabí,Pedernales,1,1,0.07010000000000001,-80.05360000000000,1
Manabí,Pichincha,0,0,-1.047300000000000,-79.81860000000000,1
Manabí,Portoviejo,34,34,-1.056181000000000,-80.45521700000000,1
Manabí,Puerto López,1,1,-1.566667000000000,-80.81666700000000,1
Manabí,Rocafuerte,1,1,-0.9200000000000000,-80.45999999999999,1
Manabí,San Vicente,2,2,-0.5892999999999999,-80.40880000000000,1
Manabí,Santa Ana,2,2,-1.206900000000000,-80.37090000000001,1
Manabí,Sucre,2,2,-0.6000000000000000,-80.41666700000000,1
Manabí,Tosagua,1,1,-0.7800000000000000,-80.26000000000001,1
Manabí,Veinticuatro de Mayo,2,2,-1.278889000000000,-80.42000000000000,1
Morona Santiago,Gualaquiza,1,1,-3.380000000000000,-78.58000000000000,1
Morona Santiago,Huamboya,0,0,-1.785000000000000,-78.23194400000000,1
Morona Santiago,Limón Indanza,0,0,-2.966250000000000,-78.43052800000000,1
Morona Santiago,Logroño,0,0,-2.624800000000000,-78.18960000000000,1
Morona Santiago,Morona,2,2,-2.300000000000000,-78.11666700000001,1
Morona Santiago,Pablo Sexto,1,1,-1.803056000000000,-77.92111100000000,1
Morona Santiago,Palora,0,0,-1.700000000000000,-77.94000000000000,1
Morona Santiago,San Juan Bosco,0,0,-3.092300000000000,-78.51320000000000,1
Morona Santiago,Santiago,0,0,-3.429800000000000,-78.56560000000000,1
Morona Santiago,Sucúa,1,1,-2.460000000000000,-78.17000000000000,1
Morona Santiago,Taisha,0,0,-2.339950000000000,-77.45808000000000,1
Morona Santiago,Tiwintza,0,0,-2.917670000000000,-77.80170000000000,1
Napo,Archidona,2,2,-0.9166670000000000,-77.78333300000000,1
Napo,Carlos Julio Arosemena Tola,0,0,-1.166667000000000,-77.84999999999999,1
Napo,El Chaco,0,0,-0.3402780000000000,-77.80888899999999,1
Napo,Quijos,0,0,-0.4636110000000000,-77.89277800000001,1
Napo,Tena,4,4,-0.9890000000000000,-77.81590000000000,1
Orellana,Aguarico,1,1,-0.9211110000000000,-75.39916700000001,1
Orellana,La Joya de los Sachas,2,2,-0.3000000000000000,-76.84999999999999,1
Orellana,Loreto,2,2,-0.6904000000000000,-77.30830000000000,1
Orellana,Orellana,7,7,-0.4666670000000000,-76.96666700000000,1
Otro,Las Golondrinas,0,0,0,0,1
Otro,Otro,0,0,0,0,1
Pastaza,Arajuno,0,0,-1.234370000000000,-77.68750000000000,1
Pastaza,Mera,0,0,-1.460000000000000,-78.09000000000000,1
Pastaza,Pastaza,5,5,-1.066667000000000,-78.00111099999999,1
Pastaza,Santa Clara,0,0,-1.267100000000000,-77.88820000000000,1
Pichincha,Cayambe,3,3,0.04388900000000000,-78.15610000000000,1
Pichincha,Mejía,6,6,-0.5101000000000000,-78.56980000000000,1
Pichincha,Pedro Moncayo,1,1,0.04369700000000000,-78.34923999999999,1
Pichincha,Pedro Vicente Maldonado,0,0,0.1666670000000000,-79,1
Pichincha,Puerto Quito,1,1,0.1170000000000000,-79.26400000000000,1
Pichincha,Quito,183,183,-0.2186110000000000,-78.50972200000000,1
Pichincha,Rumiñahui,4,4,-0.3345000000000000,-78.44750000000001,1
Pichincha,San Miguel de Los Bancos,2,2,0.02300000000000000,-78.89200000000000,1
Santa Elena,La Libertad,0,0,-2.233333000000000,-80.90000000000001,1
Santa Elena,Salinas,2,2,-2.216667000000000,-80.95000000000000,1
Santa Elena,Santa Elena,13,13,-2.226700000000000,-80.85830000000000,1
Sto. Domingo Tsáchilas,La Concordia,0,0,0.002300000000000000,-79.38460000000001,1
Sto. Domingo Tsáchilas,Santo Domingo,39,39,-0.2541670000000000,-79.17194400000000,1
Sucumbíos,Cascales,2,2,-0.06750000000000000,-77.21694400000000,1
Sucumbíos,Cuyabeno,0,0,-0.1288890000000000,-76.41388900000000,1
Sucumbíos,Gonzalo Pizarro,1,1,0.04700000000000000,-77.32280000000000,1
Sucumbíos,Lago Agrio,11,11,0.08472200000000002,-76.88277800000000,1
Sucumbíos,Putumayo,0,0,0.1000000000000000,-75.84999999999999,1
Sucumbíos,Shushufindi,4,4,-0.1871000000000000,-76.64500000000000,1
Sucumbíos,Sucumbíos,0,0,0.4592000000000000,-77.52300000000000,1
Tungurahua,Ambato,40,40,-1.241667000000000,-78.61972200000000,1
Tungurahua,Baños,2,2,-1.396389000000000,-78.42472200000000,1
Tungurahua,Cevallos,2,2,-1.350000000000000,-78.61666700000001,1
Tungurahua,Mocha,0,0,-1.416667000000000,-78.66666700000000,1
Tungurahua,Patate,0,0,-1.316667000000000,-78.51666700000000,1
Tungurahua,Pelileo,6,6,-1.327500000000000,-78.54083300000001,1
Tungurahua,Píllaro,5,5,-1.175833000000000,-78.55527800000000,1
Tungurahua,Quero,3,3,-1.379300000000000,-78.60700000000000,1
Tungurahua,Tisaleo,0,0,-1.350000000000000,-78.66666700000000,1
Zamora Chinchipe,Centinela del Cóndor,1,1,-3.894910000000000,-78.78140999999999,1
Zamora Chinchipe,Chinchipe,2,2,-4.862800000000000,-79.13280000000000,1
Zamora Chinchipe,El Pangui,0,0,-3.624900000000000,-78.58710000000001,1
Zamora Chinchipe,Nangaritza,0,0,-4.048333000000000,-78.68222200000000,1
Zamora Chinchipe,Palanda,0,0,-4.649800000000000,-79.13209999999999,1
Zamora Chinchipe,Paquisha,0,0,-3.932750000000000,-78.67426000000000,1
Zamora Chinchipe,Yacuambi,0,0,-3.634440000000000,-78.92810000000000,1
Zamora Chinchipe,Yantzaza,0,0,-3.850000000000000,-78.75000000000000,1
Zamora Chinchipe,Zamora,4,4,-4.120000000000000,-78.80000000000000,1
Azuay,Camilo Ponce Enríquez,0,2,-3.050000000000000,-79.73333300000000,2
Azuay,Chordeleg,1,3,-2.933333000000000,-78.76666700000000,2
Azuay,Cuenca,52,102,-2.897414000000000,-79.00448100000000,2
Azuay,El Pan,1,1,-2.786111000000000,-78.66500000000001,2
Azuay,Girón,2,3,-3.159028000000000,-79.14756800000001,2
Azuay,Guachapala,0,1,-2.769000000000000,-78.70900000000000,2
Azuay,Gualaceo,4,6,-2.900000000000000,-78.78333300000000,2
Azuay,Nabón,2,2,-3.336060000000000,-79.06368000000001,2
Azuay,Oña,0,0,-3.469640000000000,-79.15431000000000,2
Azuay,Paute,3,7,-2.781800000000000,-78.76000000000001,2
Azuay,Pucará,0,1,-3.233780000000000,-79.46120000000001,2
Azuay,San Fernando,0,1,-3.144500000000000,-79.25200000000000,2
Azuay,Santa Isabel,5,6,-3.274170000000000,-79.31560000000000,2
Azuay,Sevilla de Oro,1,1,-2.799833000000000,-78.65569400000000,2
Azuay,Sígsig,0,3,-3.089700000000000,-78.80320000000000,2
Bolívar,Caluma,2,4,-1.633330000000000,-79.25000000000000,2
Bolívar,Chillanes,0,0,-1.933333000000000,-79.06666700000000,2
Bolívar,Chimbo,1,2,-1.700000000000000,-79.01666700000000,2
Bolívar,Echeandía,2,3,-1.433330000000000,-79.26667000000000,2
Bolívar,Guaranda,4,6,-1.605556000000000,-79.00305600000000,2
Bolívar,Las Naves,0,1,-1.283330000000000,-79.30000000000000,2
Bolívar,San Miguel,2,2,-1.700000000000000,-79.03333300000000,2
Carchi,Bolivar,0,1,0.5070990000000000,-77.86245400000000,2
Carchi,Espejo,0,2,0.6210000000000000,-77.94000000000000,2
Carchi,Mira,0,0,0.5538999999999998,-78.04930000000000,2
Carchi,Montúfar,2,4,0.6100000000000000,-77.84000000000000,2
Carchi,San Pedro de Huaca,0,1,0.6311110000000000,-77.72527800000000,2
Carchi,Tulcán,10,13,0.8121800000000000,-77.71633000000000,2
Cañar,Azogues,9,17,-2.733333000000000,-78.83333300000000,2
Cañar,Biblían,2,6,-2.710000000000000,-78.88000000000000,2
Cañar,Cañar,3,4,-2.483700000000000,-78.97839999999999,2
Cañar,Déleg,0,0,-2.772600000000000,-78.91830000000000,2
Cañar,El Tambo,0,2,-2.508100000000000,-78.92489999999999,2
Cañar,La Troncal,6,8,-2.400000000000000,-79.33000000000000,2
Cañar,Suscal,0,0,-2.436400000000000,-79.05220000000000,2
Chimborazo,Alausí,1,2,-2.200000000000000,-78.84999999999999,2
Chimborazo,Chambo,1,2,-1.733333000000000,-78.58333300000000,2
Chimborazo,Chunchi,1,1,-2.283333000000000,-78.91666700000000,2
Chimborazo,Colta,2,4,-1.700000000000000,-78.75000000000000,2
Chimborazo,Cumandá,0,0,-2.200000000000000,-79.13333299999999,2
Chimborazo,Guamote,0,4,-1.933333000000000,-78.71666700000000,2
Chimborazo,Guano,1,4,-1.583333000000000,-78.63333299999999,2
Chimborazo,Pallatanga,0,0,-1.983333000000000,-78.95000000000000,2
Chimborazo,Penipe,0,0,-1.557300000000000,-78.53959999999999,2
Chimborazo,Riobamba,24,48,-1.674347000000000,-78.64829400000001,2
Cotopaxi,La Maná,3,3,-0.9300000000000000,-79.22000000000000,2
Cotopaxi,Latacunga,15,25,-0.9333330000000000,-78.61666700000001,2
Cotopaxi,Pangua,2,3,-1.133333000000000,-79.06666700000000,2
Cotopaxi,Pujilí,4,10,-0.9500000000000000,-78.69000000000000,2
Cotopaxi,Salcedo,6,14,-1.050000000000000,-78.58333300000000,2
Cotopaxi,Saquisilí,2,4,-0.8300000000000000,-78.67000000000000,2
Cotopaxi,Sigchos,0,1,-0.7000000000000000,-78.88333299999999,2
El Oro,Arenillas,3,3,-3.550000000000000,-80.06000000000000,2
El Oro,Atahualpa,2,2,-2.900000000000000,-78.93333300000000,2
El Oro,Balsas,1,2,-3.762600000000000,-79.82530000000000,2
El Oro,Chilla,0,0,-3.450000000000000,-79.58000000000000,2
El Oro,El Guabo,5,13,-3.238800000000000,-79.82920000000000,2
El Oro,Huaquillas,1,4,-3.481380000000000,-80.24320700000000,2
El Oro,Las Lajas,0,0,-3.785000000000000,-80.06166700000000,2
El Oro,Machala,22,42,-3.266667000000000,-79.96666700000000,2
El Oro,Marcabelí,0,0,-3.786000000000002,-79.89780000000000,2
El Oro,Pasaje,8,12,-3.326900000000000,-79.80490000000000,2
El Oro,Piñas,3,8,-3.666667000000000,-79.65000000000001,2
El Oro,Portovelo,0,2,-3.720000000000000,-79.62000000000000,2
El Oro,Santa Rosa,16,19,-3.452222000000000,-79.96166700000001,2
El Oro,Zaruma,2,2,-3.433333000000000,-79.59999999999999,2
Esmeraldas,Atacames,1,2,0.8666670000000000,-79.83333300000000,2
Esmeraldas,Eloy Alfaro,0,0,1.250000000000000,-79,2
Esmeraldas,Esmeraldas,18,35,1.050000000000000,-79.20000000000000,2
Esmeraldas,Muisne,0,0,0.6067000000000000,-80.01830000000000,2
Esmeraldas,Quinindé,2,13,0.3300000000000000,-79.48000000000000,2
Esmeraldas,Rioverde,3,4,1.060200000000000,-79.40440000000000,2
Esmeraldas,San Lorenzo,1,2,1.265800000000000,-78.84139999999999,2
Galápagos,Isabela,0,0,-0.4724000000000000,-90.68110000000000,2
Galápagos,San Cristóbal,1,3,-0.7999999999999999,-89.40000000000001,2
Galápagos,Santa Cruz,0,1,-0.6333330000000000,-90.36666700000001,2
Guayas,Alfredo Baquerizo Moreno,1,6,-1.916667000000000,-79.51666700000000,2
Guayas,Balao,1,1,-2.910000000000000,-79.81000000000000,2
Guayas,Balzar,3,10,-1.360000000000000,-79.90000000000001,2
Guayas,Colimes,2,3,-1.550000000000000,-80.01666700000000,2
Guayas,Coronel Marcelino Maridueña,2,6,-2.200000000000000,-79.42000000000000,2
Guayas,Daule,7,13,-1.866667000000000,-79.98333300000000,2
Guayas,Durán,4,7,-2.166667000000000,-79.83333300000000,2
Guayas,El Triunfo,2,4,-2.330000000000000,-79.40000000000001,2
Guayas,Empalme,4,6,-1.046111000000000,-79.63361100000000,2
Guayas,General Antonio Elizalde,0,1,-2.200000000000000,-79.17000000000000,2
Guayas,Guayaquil,284,576,-2.183333000000000,-79.88333299999999,2
Guayas,Isidro Ayora,0,0,-1.883333000000000,-80.16666700000000,2
Guayas,Lomas de Sargentillo,2,4,-1.883333000000000,-80.08333300000000,2
Guayas,Milagro,22,40,-2.126944000000000,-79.59916699999999,2
Guayas,Naranjal,4,9,-2.672800000000000,-79.61499999999999,2
Guayas,Naranjito,2,4,-2.173000000000000,-79.46710000000000,2
Guayas,Nobol,1,2,-1.916671000000000,-80.01153900000000,2
Guayas,Palestina,1,1,-1.626300000000000,-79.97700000000000,2
Guayas,Pedro Carbo,5,9,-1.833333000000000,-80.23333300000000,2
Guayas,Playas,5,7,-2.623330000000000,-80.38750000000000,2
Guayas,Salitre,4,7,-1.829444000000000,-79.81555600000000,2
Guayas,Samborondón,7,15,-2.183333000000000,-79.88333299999999,2
Guayas,San Jacinto De Yaguachi,1,6,-2.120000000000000,-79.69000000000000,2
Guayas,Santa Lucía,3,4,-1.713889000000000,-79.98500000000000,2
Guayas,Simón Bolivar,1,4,-2.156667000000000,-79.88750000000000,2
Imbabura,Antonio Ante,6,11,0.3200000000000000,-78.20999999999999,2
Imbabura,Cotacachi,4,7,0.3000000000000000,-78.26666700000000,2
Imbabura,Ibarra,28,38,0.3626780000000000,-78.13066700000000,2
Imbabura,Otavalo,9,15,0.2333330000000000,-78.26666700000000,2
Imbabura,Pimampiro,0,0,0.4000000000000000,-77.97000000000000,2
Imbabura,San Miguel de Urcuquí,0,1,0.5200000000000000,-78.20000000000000,2
Loja,Calvas,4,5,-4.320000000000000,-79.56000000000000,2
Loja,Catamayo,2,4,-3.980000000000000,-79.34999999999999,2
Loja,Celica,3,4,-4.102500000000000,-79.95444400000000,2
Loja,Chaguarpamba,0,0,-3.850000000000000,-79.65000000000001,2
Loja,Espíndola,0,4,-4.583056000000000,-79.42694400000001,2
Loja,Gonzanamá,0,3,-4.231389000000000,-79.43527800000000,2
Loja,Loja,20,45,-3.983333000000002,-79.20000000000000,2
Loja,Macará,0,3,-4.383333000000000,-79.95000000000000,2
Loja,Olmedo,1,1,-3.934000000000000,-79.64800000000000,2
Loja,Paltas,1,3,-4.050000000000002,-79.65000000000001,2
Loja,Pindal,0,1,-4.116100000000000,-80.10760000000001,2
Loja,Puyango,1,3,-3.870000000000000,-80.09000000000000,2
Loja,Quilanga,1,2,-4.298000000000000,-79.39860000000000,2
Loja,Saraguro,1,3,-3.625300000000000,-79.24110000000000,2
Loja,Sozoranga,0,1,-4.327778000000000,-79.78972200000000,2
Loja,Zapotillo,0,0,-4.386360000000002,-80.24360000000000,2
Los Ríos,Baba,0,2,-1.784167000000000,-79.67666699999999,2
Los Ríos,Babahoyo,22,40,-1.800000000000000,-79.53333300000000,2
Los Ríos,Buena Fe,4,4,-0.8985719999999999,-79.48891600000000,2
Los Ríos,Mocache,5,7,-1.183850000000000,-79.50552999999999,2
Los Ríos,Montalvo,1,2,-1.793800000000000,-79.28570000000001,2
Los Ríos,Palenque,0,1,-1.432800000000000,-79.74950000000000,2
Los Ríos,Puebloviejo,3,8,-1.550000000000000,-79.53388900000000,2
Los Ríos,Quevedo,15,24,-1.033333000000000,-79.45000000000000,2
Los Ríos,Quinsaloma,1,3,-1.206200000000000,-79.31450000000000,2
Los Ríos,Urdaneta,4,6,-1.570556000000000,-79.47111099999999,2
Los Ríos,Valencia,1,4,-0.9525000000000000,-79.35310000000000,2
Los Ríos,Ventanas,8,14,-1.450000000000000,-79.47000000000000,2
Los Ríos,Vinces,5,14,-1.558333000000000,-79.75000000000000,2
Manabí,Bolívar,2,5,-0.8419440000000000,-80.16194400000001,2
Manabí,Chone,12,22,-0.6833330000000000,-80.09999999999999,2
Manabí,El Carmen,7,10,-1.314700000000000,-80.01690000000001,2
Manabí,Flavio Alfaro,0,1,-0.4054000000000000,-79.90580000000000,2
Manabí,Jama,0,0,-0.2014000000000000,-80.26590000000000,2
Manabí,Jaramijó,1,1,-0.9487300000000000,-80.63630000000001,2
Manabí,Jipijapa,8,14,-1.333330000000000,-80.58329999999999,2
Manabí,Junín,3,6,-0.9291600000000000,-80.20569000000000,2
Manabí,Manta,16,48,-0.9500220000000000,-80.71620000000000,2
Manabí,Montecristi,0,0,-1.033330000000000,-80.65000000000001,2
Manabí,Olmedo,0,2,-1.396111000000000,-80.20611100000001,2
Manabí,Paján,1,6,-1.570000000000000,-80.42000000000000,2
Manabí,Pedernales,3,4,0.07010000000000001,-80.05360000000000,2
Manabí,Pichincha,1,1,-1.047300000000000,-79.81860000000000,2
Manabí,Portoviejo,24,58,-1.056181000000000,-80.45521700000000,2
Manabí,Puerto López,0,1,-1.566667000000000,-80.81666700000000,2
Manabí,Rocafuerte,2,3,-0.9200000000000000,-80.45999999999999,2
Manabí,San Vicente,2,4,-0.5892999999999999,-80.40880000000000,2
Manabí,Santa Ana,4,6,-1.206900000000000,-80.37090000000001,2
Manabí,Sucre,3,5,-0.6000000000000000,-80.41666700000000,2
Manabí,Tosagua,3,4,-0.7800000000000000,-80.26000000000001,2
Manabí,Veinticuatro de Mayo,1,3,-1.278889000000000,-80.42000000000000,2
Morona Santiago,Gualaquiza,3,4,-3.380000000000000,-78.58000000000000,2
Morona Santiago,Huamboya,0,0,-1.785000000000000,-78.23194400000000,2
