inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
09,Guayas,0927,General Antonio Elizalde,-2.200000000000000,-79.17000000000000,3,3,3,1,2,2,3,3,0,1,3,3
09,Guayas,0901,Guayaquil,-2.183333000000000,-79.88333299999999,1246,1120,1247,1290,1431,1390,1192,1212,1154,1169,1194,1264
09,Guayas,0928,Isidro Ayora,-1.883333000000000,-80.16666700000000,0,3,1,3,2,5,4,3,8,6,3,0
09,Guayas,0924,Lomas de Sargentillo,-1.883333000000000,-80.08333300000000,2,5,5,5,7,4,7,4,3,4,0,0
09,Guayas,0910,Milagro,-2.126944000000000,-79.59916699999999,61,68,64,70,59,66,72,80,71,78,76,85
09,Guayas,0911,Naranjal,-2.672800000000000,-79.61499999999999,15,15,19,22,19,20,16,16,15,12,13,11
09,Guayas,0912,Naranjito,-2.173000000000000,-79.46710000000000,4,10,6,5,15,9,12,11,13,10,12,11
09,Guayas,0925,Nobol,-1.916671000000000,-80.01153900000000,6,4,4,6,5,7,6,8,5,5,5,5
09,Guayas,0913,Palestina,-1.626300000000000,-79.97700000000000,6,10,8,4,4,6,1,1,6,3,4,1
09,Guayas,0914,Pedro Carbo,-1.833333000000000,-80.23333300000000,12,9,16,11,21,12,18,6,13,11,18,5
09,Guayas,0921,Playas,-2.623330000000000,-80.38750000000000,9,9,18,9,21,11,12,19,5,11,8,5
09,Guayas,0919,Salitre,-1.829444000000000,-79.81555600000000,11,20,24,19,20,21,18,26,18,16,11,13
09,Guayas,0916,Samborondón,-2.183333000000000,-79.88333299999999,16,7,10,16,18,13,16,13,19,11,11,19
09,Guayas,0920,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,7,12,18,23,18,9,14,12,12,13,14,11
09,Guayas,0918,Santa Lucía,-1.713889000000000,-79.98500000000000,14,17,13,10,17,13,10,13,12,14,10,11
09,Guayas,0922,Simón Bolivar,-2.156667000000000,-79.88750000000000,3,2,6,5,5,7,5,3,6,4,6,2
10,Imbabura,1002,Antonio Ante,0.3200000000000000,-78.20999999999999,12,16,20,5,11,7,12,16,18,9,15,14
10,Imbabura,1003,Cotacachi,0.3000000000000000,-78.26666700000000,13,7,11,12,18,10,11,11,17,16,6,6
10,Imbabura,1001,Ibarra,0.3626780000000000,-78.13066700000000,96,74,89,83,79,74,80,86,83,88,84,79
10,Imbabura,1004,Otavalo,0.2333330000000000,-78.26666700000000,34,33,43,32,29,27,41,29,31,31,33,36
10,Imbabura,1005,Pimampiro,0.4000000000000000,-77.97000000000000,2,3,3,4,3,1,4,7,2,4,1,3
10,Imbabura,1006,San Miguel de Urcuquí,0.5200000000000000,-78.20000000000000,6,1,1,4,7,7,6,4,4,4,5,2
11,Loja,1102,Calvas,-4.320000000000000,-79.56000000000000,11,13,11,7,9,15,6,9,10,11,13,13
11,Loja,1103,Catamayo,-3.980000000000000,-79.34999999999999,7,4,5,3,14,16,4,9,8,7,8,7
11,Loja,1104,Celica,-4.102500000000000,-79.95444400000000,6,1,2,3,5,4,1,4,0,7,4,6
11,Loja,1105,Chaguarpamba,-3.850000000000000,-79.65000000000001,3,4,7,2,2,1,3,3,3,2,1,0
11,Loja,1106,Espíndola,-4.583056000000000,-79.42694400000001,10,6,6,6,6,9,4,5,9,4,2,2
11,Loja,1107,Gonzanamá,-4.231389000000000,-79.43527800000000,10,8,7,7,7,4,4,1,4,4,7,10
11,Loja,1101,Loja,-3.983333000000000,-79.20000000000000,137,97,95,103,98,94,102,94,101,113,86,84
11,Loja,1108,Macará,-4.383333000000000,-79.95000000000000,8,6,7,5,6,4,10,11,9,4,5,6
11,Loja,1116,Olmedo,-3.934000000000000,-79.64800000000000,0,2,4,1,2,1,2,1,0,2,1,6
11,Loja,1109,Paltas,-4.050000000000000,-79.65000000000001,10,10,10,8,9,8,10,8,1,11,7,4
11,Loja,1114,Pindal,-4.116100000000000,-80.10760000000001,3,1,4,2,1,5,1,1,2,4,0,5
11,Loja,1110,Puyango,-3.870000000000000,-80.09000000000000,6,2,3,6,5,5,2,6,7,7,2,2
11,Loja,1115,Quilanga,-4.298000000000000,-79.39860000000000,1,2,2,3,1,2,1,0,2,0,1,0
11,Loja,1111,Saraguro,-3.625300000000000,-79.24110000000000,5,7,9,6,13,8,17,10,7,17,9,3
11,Loja,1112,Sozoranga,-4.327778000000000,-79.78972200000000,3,0,1,1,5,2,3,4,3,3,1,2
11,Loja,1113,Zapotillo,-4.386360000000000,-80.24360000000000,5,2,5,1,2,3,0,2,6,3,0,5
12,Los Ríos,1202,Baba,-1.784167000000000,-79.67666699999999,10,8,11,8,13,9,7,8,14,14,6,12
12,Los Ríos,1201,Babahoyo,-1.800000000000000,-79.53333300000000,71,73,71,65,78,79,64,75,51,83,59,67
12,Los Ríos,1210,Buena Fe,-0.8985720000000000,-79.48891600000000,22,12,18,18,14,18,24,20,24,25,13,26
12,Los Ríos,1212,Mocache,-1.183850000000000,-79.50552999999999,7,6,4,15,3,7,7,9,1,8,14,12
12,Los Ríos,1203,Montalvo,-1.793800000000000,-79.28570000000001,8,6,10,10,4,7,8,4,5,4,1,8
12,Los Ríos,1209,Palenque,-1.432800000000000,-79.74950000000000,4,7,8,4,5,6,6,4,7,3,2,3
12,Los Ríos,1204,Puebloviejo,-1.550000000000000,-79.53388900000000,7,7,6,6,10,14,12,7,9,9,7,7
12,Los Ríos,1205,Quevedo,-1.033333000000000,-79.45000000000000,71,54,62,58,73,55,65,87,55,62,78,72
12,Los Ríos,1213,Quinsaloma,-1.206200000000000,-79.31450000000000,6,4,4,6,1,6,4,4,7,2,4,6
12,Los Ríos,1206,Urdaneta,-1.570556000000000,-79.47111099999999,14,7,5,12,12,9,17,11,9,9,10,13
12,Los Ríos,1211,Valencia,-0.9525000000000000,-79.35310000000000,14,9,14,7,9,8,10,11,6,14,3,11
12,Los Ríos,1207,Ventanas,-1.450000000000000,-79.47000000000000,19,19,12,18,14,11,16,17,16,22,18,20
12,Los Ríos,1208,Vinces,-1.558333000000000,-79.75000000000000,27,15,28,21,27,18,33,27,22,27,27,18
13,Manabí,1302,Bolívar,-0.8419440000000000,-80.16194400000001,7,13,10,13,11,10,16,13,9,10,16,8
13,Manabí,1303,Chone,-0.6833330000000000,-80.09999999999999,43,54,44,55,49,40,46,55,47,51,48,41
13,Manabí,1304,El Carmen,-1.314700000000000,-80.01690000000001,30,20,21,19,23,20,24,28,25,23,29,14
13,Manabí,1305,Flavio Alfaro,-0.4054000000000000,-79.90580000000000,7,9,7,8,11,6,6,7,8,9,5,4
13,Manabí,1320,Jama,-0.2014000000000000,-80.26590000000000,4,2,3,3,2,5,0,2,3,1,2,0
13,Manabí,1321,Jaramijó,-0.9487300000000000,-80.63630000000001,0,0,6,6,5,3,6,2,6,3,3,2
13,Manabí,1306,Jipijapa,-1.333330000000000,-80.58329999999999,24,23,37,26,40,44,31,28,28,19,27,29
13,Manabí,1307,Junín,-0.9291600000000000,-80.20569000000000,8,7,14,7,8,2,4,7,4,2,7,4
13,Manabí,1308,Manta,-0.9500220000000000,-80.71620000000000,83,94,97,123,113,118,113,99,90,95,84,84
13,Manabí,1309,Montecristi,-1.033330000000000,-80.65000000000001,17,14,15,8,23,15,12,16,12,10,5,12
13,Manabí,1318,Olmedo,-1.396111000000000,-80.20611100000001,2,4,3,3,3,3,3,2,7,3,0,3
13,Manabí,1310,Paján,-1.570000000000000,-80.42000000000000,15,13,7,10,14,13,12,8,12,18,13,13
13,Manabí,1317,Pedernales,0.07010000000000000,-80.05360000000000,26,9,12,10,13,10,11,9,16,9,11,7
13,Manabí,1311,Pichincha,-1.047300000000000,-79.81860000000000,11,5,4,5,13,13,9,8,6,9,5,8
13,Manabí,1301,Portoviejo,-1.056181000000000,-80.45521700000000,125,103,155,172,205,157,124,123,120,135,129,136
13,Manabí,1319,Puerto López,-1.566667000000000,-80.81666700000000,5,9,3,4,5,6,6,6,3,3,3,6
13,Manabí,1312,Rocafuerte,-0.9200000000000000,-80.45999999999999,9,9,14,11,11,7,8,16,17,11,9,18
13,Manabí,1322,San Vicente,-0.5893000000000000,-80.40880000000000,2,6,3,4,6,6,8,4,6,5,2,9
13,Manabí,1313,Santa Ana,-1.206900000000000,-80.37090000000001,14,10,13,12,13,13,12,12,13,12,15,9
13,Manabí,1314,Sucre,-0.6000000000000000,-80.41666700000000,26,12,25,22,16,24,23,13,18,17,17,11
13,Manabí,1315,Tosagua,-0.7800000000000000,-80.26000000000001,7,12,13,19,9,4,12,16,7,8,6,8
13,Manabí,1316,Veinticuatro de Mayo,-1.278889000000000,-80.42000000000000,10,12,12,13,13,17,10,6,4,14,5,7
14,Morona Santiago,1402,Gualaquiza,-3.380000000000000,-78.58000000000000,3,1,6,5,4,5,4,1,7,4,3,3
14,Morona Santiago,1407,Huamboya,-1.785000000000000,-78.23194400000000,2,1,0,1,0,2,0,6,3,0,0,0
14,Morona Santiago,1403,Limón Indanza,-2.966250000000000,-78.43052800000000,3,4,1,3,4,1,6,2,2,4,3,6
14,Morona Santiago,1410,Logroño,-2.624800000000000,-78.18960000000000,2,0,0,0,0,1,0,1,0,1,0,0
14,Morona Santiago,1401,Morona,-2.300000000000000,-78.11666700000001,14,11,12,15,19,14,13,10,13,22,11,14
14,Morona Santiago,1411,Pablo Sexto,-1.803056000000000,-77.92111100000000,0,0,1,0,0,1,0,0,0,0,0,0
14,Morona Santiago,1404,Palora,-1.700000000000000,-77.94000000000000,0,3,0,0,3,3,1,1,1,0,3,2
14,Morona Santiago,1408,San Juan Bosco,-3.092300000000000,-78.51320000000000,1,0,0,1,0,0,1,0,1,1,0,0
14,Morona Santiago,1405,Santiago,-3.429800000000000,-78.56560000000000,2,3,4,4,2,2,2,4,4,3,3,1
14,Morona Santiago,1406,Sucúa,-2.460000000000000,-78.17000000000000,4,1,4,5,3,6,3,6,5,7,7,3
14,Morona Santiago,1409,Taisha,-2.339950000000000,-77.45808000000000,1,0,1,4,2,0,6,1,3,0,2,0
14,Morona Santiago,1412,Tiwintza,-2.917670000000000,-77.80170000000000,1,1,1,1,1,1,1,0,1,0,1,2
15,Napo,1503,Archidona,-0.9166670000000000,-77.78333300000000,6,4,5,8,8,11,4,4,9,4,7,7
15,Napo,1509,Carlos Julio Arosemena Tola,-1.166667000000000,-77.84999999999999,1,1,1,1,1,2,4,2,1,1,2,1
15,Napo,1504,El Chaco,-0.3402780000000000,-77.80888899999999,0,0,2,3,2,2,2,3,0,0,0,2
15,Napo,1507,Quijos,-0.4636110000000000,-77.89277800000001,2,0,5,1,4,1,9,1,2,0,1,0
15,Napo,1501,Tena,-0.9890000000000000,-77.81590000000000,18,13,15,15,22,15,13,18,22,18,21,8
22,Orellana,2202,Aguarico,-0.9211110000000000,-75.39916700000001,0,0,1,0,0,1,1,1,2,0,0,1
22,Orellana,2203,La Joya de los Sachas,-0.3000000000000000,-76.84999999999999,3,8,6,5,10,6,7,4,7,8,6,6
22,Orellana,2204,Loreto,-0.6904000000000000,-77.30830000000000,6,4,3,4,5,5,7,8,3,7,12,10
22,Orellana,2201,Orellana,-0.4666670000000000,-76.96666700000000,22,13,20,17,23,15,19,15,17,23,16,22
90,Otro,9001,Las Golondrinas,0,0,0,1,1,0,1,0,1,2,0,1,0,0
88,Otro,8800,Otro,0,0,1,0,1,0,2,0,1,0,1,0,1,0
16,Pastaza,1604,Arajuno,-1.234370000000000,-77.68750000000000,0,0,0,3,1,0,0,0,1,1,1,0
16,Pastaza,1602,Mera,-1.460000000000000,-78.09000000000000,1,1,2,2,1,1,2,5,1,2,2,2
16,Pastaza,1601,Pastaza,-1.066667000000000,-78.00111099999999,20,18,14,11,21,17,14,21,20,14,14,16
16,Pastaza,1603,Santa Clara,-1.267100000000000,-77.88820000000000,1,1,0,1,2,1,1,2,0,1,1,1
17,Pichincha,1702,Cayambe,0.04388900000000000,-78.15610000000000,21,25,13,12,26,30,24,15,14,23,25,23
17,Pichincha,1703,Mejía,-0.5101000000000000,-78.56980000000000,23,22,37,21,15,13,23,18,13,22,15,19
17,Pichincha,1704,Pedro Moncayo,0.04369700000000000,-78.34923999999999,9,4,6,5,6,5,10,10,3,7,7,3
17,Pichincha,1708,Pedro Vicente Maldonado,0.1666670000000000,-79,3,4,3,2,2,3,3,1,3,2,2,2
17,Pichincha,1709,Puerto Quito,0.1170000000000000,-79.26400000000000,8,2,2,2,2,5,6,5,4,4,2,2
17,Pichincha,1701,Quito,-0.2186110000000000,-78.50972200000000,873,791,867,906,873,863,862,887,754,890,843,864
17,Pichincha,1705,Rumiñahui,-0.3345000000000000,-78.44750000000001,26,19,28,27,22,29,20,23,16,24,23,29
17,Pichincha,1707,San Miguel de Los Bancos,0.02300000000000000,-78.89200000000000,0,5,2,7,2,3,1,3,2,1,1,0
24,Santa Elena,2402,La Libertad,-2.233333000000000,-80.90000000000001,14,20,23,22,22,23,20,12,15,26,14,12
24,Santa Elena,2403,Salinas,-2.216667000000000,-80.95000000000000,22,14,19,24,24,18,18,16,12,24,22,22
24,Santa Elena,2401,Santa Elena,-2.226700000000000,-80.85830000000000,72,46,73,65,74,72,62,64,56,71,42,53
23,Sto. Domingo Tsáchilas,2302,La Concordia,0.002300000000000000,-79.38460000000001,14,6,7,10,13,13,17,11,10,11,16,6
23,Sto. Domingo Tsáchilas,2301,Santo Domingo,-0.2541670000000000,-79.17194400000000,125,133,131,128,142,122,148,155,145,131,122,124
21,Sucumbíos,2106,Cascales,-0.06750000000000000,-77.21694400000000,4,0,2,2,1,3,3,4,2,2,0,4
21,Sucumbíos,2107,Cuyabeno,-0.1288890000000000,-76.41388900000000,3,0,2,0,2,1,0,0,1,4,1,0
21,Sucumbíos,2102,Gonzalo Pizarro,0.04700000000000000,-77.32280000000000,5,1,1,0,3,2,2,1,2,1,2,0
21,Sucumbíos,2101,Lago Agrio,0.08472200000000001,-76.88277800000000,18,27,22,26,30,31,29,37,26,32,28,17
21,Sucumbíos,2103,Putumayo,0.1000000000000000,-75.84999999999999,0,0,2,0,0,0,2,1,2,2,0,3
21,Sucumbíos,2104,Shushufindi,-0.1871000000000000,-76.64500000000000,11,9,8,7,12,4,7,12,7,6,9,7
21,Sucumbíos,2105,Sucumbíos,0.4592000000000000,-77.52300000000000,1,1,0,2,1,0,0,1,0,1,1,0
18,Tungurahua,1801,Ambato,-1.241667000000000,-78.61972200000000,162,168,155,159,165,170,168,189,146,160,163,136
18,Tungurahua,1802,Baños,-1.396389000000000,-78.42472200000000,7,6,9,3,3,2,6,9,1,8,4,6
18,Tungurahua,1803,Cevallos,-1.350000000000000,-78.61666700000001,1,2,2,2,1,4,3,2,2,2,2,4
18,Tungurahua,1804,Mocha,-1.416667000000000,-78.66666700000000,1,1,2,2,2,3,7,2,3,0,3,0
18,Tungurahua,1805,Patate,-1.316667000000000,-78.51666700000000,6,4,3,4,2,4,5,4,3,3,0,10
18,Tungurahua,1807,Pelileo,-1.327500000000000,-78.54083300000001,20,13,12,20,19,13,24,16,28,19,17,19
18,Tungurahua,1808,Píllaro,-1.175833000000000,-78.55527800000000,11,9,12,10,11,16,18,12,14,15,13,15
18,Tungurahua,1806,Quero,-1.379300000000000,-78.60700000000000,2,5,2,4,4,6,7,7,10,7,0,6
18,Tungurahua,1809,Tisaleo,-1.350000000000000,-78.66666700000000,2,3,5,1,4,6,0,2,6,3,1,6
19,Zamora Chinchipe,1907,Centinela del Cóndor,-3.894910000000000,-78.78140999999999,1,2,2,2,1,0,2,0,1,0,1,1
19,Zamora Chinchipe,1902,Chinchipe,-4.862800000000000,-79.13280000000000,6,1,3,2,4,2,2,1,0,1,2,0
19,Zamora Chinchipe,1906,El Pangui,-3.624900000000000,-78.58710000000001,0,1,2,0,1,2,0,4,1,0,2,2
19,Zamora Chinchipe,1903,Nangaritza,-4.048333000000000,-78.68222200000000,0,0,3,0,0,2,2,0,1,0,0,0
19,Zamora Chinchipe,1908,Palanda,-4.649800000000000,-79.13209999999999,1,0,1,1,5,2,2,0,2,0,0,1
19,Zamora Chinchipe,1909,Paquisha,-3.932750000000000,-78.67426000000000,1,0,0,0,0,2,1,1,2,4,0,0
19,Zamora Chinchipe,1904,Yacuambi,-3.634440000000000,-78.92810000000000,3,2,3,2,1,2,5,1,1,0,0,0
19,Zamora Chinchipe,1905,Yantzaza,-3.850000000000000,-78.75000000000000,6,6,3,2,6,3,3,4,4,2,7,2
19,Zamora Chinchipe,1901,Zamora,-4.120000000000000,-78.80000000000000,4,5,5,4,7,10,5,8,3,5,8,7
