inec_provincia_id,provincia,inec_canton_id,canton,lat,lng,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
08,Esmeraldas,0807,Rioverde,1.060200000000000,-79.40440000000000,2,6,12,19,25,31,38,41,44,52,56,58
08,Esmeraldas,0805,San Lorenzo,1.265800000000000,-78.84139999999999,12,21,28,35,38,44,50,57,60,70,77,79
20,Galápagos,2002,Isabela,-0.4724000000000000,-90.68110000000000,1,1,1,1,1,1,1,2,2,4,4,4
20,Galápagos,2001,San Cristóbal,-0.8000000000000000,-89.40000000000001,0,0,0,0,1,3,4,6,8,10,10,11
20,Galápagos,2003,Santa Cruz,-0.6333330000000000,-90.36666700000001,0,1,3,5,7,10,12,17,19,20,21,24
09,Guayas,0902,Alfredo Baquerizo Moreno,-1.916667000000000,-79.51666700000000,2,6,17,20,23,28,33,39,45,53,59,68
09,Guayas,0903,Balao,-2.910000000000000,-79.81000000000000,1,3,7,10,13,15,17,21,24,28,33,34
09,Guayas,0904,Balzar,-1.360000000000000,-79.90000000000001,23,47,68,96,119,138,161,176,196,211,228,252
09,Guayas,0905,Colimes,-1.550000000000000,-80.01666700000000,11,16,28,34,35,39,41,51,57,68,73,80
09,Guayas,0923,Coronel Marcelino Maridueña,-2.200000000000000,-79.42000000000000,4,9,9,9,9,11,13,16,21,26,29,30
09,Guayas,0906,Daule,-1.866667000000000,-79.98333300000000,36,69,106,139,159,192,222,255,308,346,377,400
09,Guayas,0907,Durán,-2.166667000000000,-79.83333300000000,27,51,76,101,143,169,200,215,248,271,297,322
09,Guayas,0909,El Triunfo,-2.330000000000000,-79.40000000000001,17,32,40,58,74,90,105,123,133,151,168,179
09,Guayas,0908,Empalme,-1.046111000000000,-79.63361100000000,19,36,52,69,94,121,150,170,202,237,261,275
09,Guayas,0927,General Antonio Elizalde,-2.200000000000000,-79.17000000000000,3,6,9,10,12,14,17,20,20,21,24,27
09,Guayas,0901,Guayaquil,-2.183333000000000,-79.88333299999999,1246,2366,3613,4903,6334,7724,8916,10128,11282,12451,13645,14909
09,Guayas,0928,Isidro Ayora,-1.883333000000000,-80.16666700000000,0,3,4,7,9,14,18,21,29,35,38,38
09,Guayas,0924,Lomas de Sargentillo,-1.883333000000000,-80.08333300000000,2,7,12,17,24,28,35,39,42,46,46,46
09,Guayas,0910,Milagro,-2.126944000000000,-79.59916699999999,61,129,193,263,322,388,460,540,611,689,765,850
09,Guayas,0911,Naranjal,-2.672800000000000,-79.61499999999999,15,30,49,71,90,110,126,142,157,169,182,193
09,Guayas,0912,Naranjito,-2.173000000000000,-79.46710000000000,4,14,20,25,40,49,61,72,85,95,107,118
09,Guayas,0925,Nobol,-1.916671000000000,-80.01153900000000,6,10,14,20,25,32,38,46,51,56,61,66
09,Guayas,0913,Palestina,-1.626300000000000,-79.97700000000000,6,16,24,28,32,38,39,40,46,49,53,54
09,Guayas,0914,Pedro Carbo,-1.833333000000000,-80.23333300000000,12,21,37,48,69,81,99,105,118,129,147,152
09,Guayas,0921,Playas,-2.623330000000000,-80.38750000000000,9,18,36,45,66,77,89,108,113,124,132,137
09,Guayas,0919,Salitre,-1.829444000000000,-79.81555600000000,11,31,55,74,94,115,133,159,177,193,204,217
09,Guayas,0916,Samborondón,-2.183333000000000,-79.88333299999999,16,23,33,49,67,80,96,109,128,139,150,169
09,Guayas,0920,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,7,19,37,60,78,87,101,113,125,138,152,163
09,Guayas,0918,Santa Lucía,-1.713889000000000,-79.98500000000000,14,31,44,54,71,84,94,107,119,133,143,154
09,Guayas,0922,Simón Bolivar,-2.156667000000000,-79.88750000000000,3,5,11,16,21,28,33,36,42,46,52,54
10,Imbabura,1002,Antonio Ante,0.3200000000000000,-78.20999999999999,12,28,48,53,64,71,83,99,117,126,141,155
10,Imbabura,1003,Cotacachi,0.3000000000000000,-78.26666700000000,13,20,31,43,61,71,82,93,110,126,132,138
10,Imbabura,1001,Ibarra,0.3626780000000000,-78.13066700000000,96,170,259,342,421,495,575,661,744,832,916,995
10,Imbabura,1004,Otavalo,0.2333330000000000,-78.26666700000000,34,67,110,142,171,198,239,268,299,330,363,399
10,Imbabura,1005,Pimampiro,0.4000000000000000,-77.97000000000000,2,5,8,12,15,16,20,27,29,33,34,37
10,Imbabura,1006,San Miguel de Urcuquí,0.5200000000000000,-78.20000000000000,6,7,8,12,19,26,32,36,40,44,49,51
11,Loja,1102,Calvas,-4.320000000000000,-79.56000000000000,11,24,35,42,51,66,72,81,91,102,115,128
11,Loja,1103,Catamayo,-3.980000000000000,-79.34999999999999,7,11,16,19,33,49,53,62,70,77,85,92
11,Loja,1104,Celica,-4.102500000000000,-79.95444400000000,6,7,9,12,17,21,22,26,26,33,37,43
11,Loja,1105,Chaguarpamba,-3.850000000000000,-79.65000000000001,3,7,14,16,18,19,22,25,28,30,31,31
11,Loja,1106,Espíndola,-4.583056000000000,-79.42694400000001,10,16,22,28,34,43,47,52,61,65,67,69
11,Loja,1107,Gonzanamá,-4.231389000000000,-79.43527800000000,10,18,25,32,39,43,47,48,52,56,63,73
11,Loja,1101,Loja,-3.983333000000000,-79.20000000000000,137,234,329,432,530,624,726,820,921,1034,1120,1204
11,Loja,1108,Macará,-4.383333000000000,-79.95000000000000,8,14,21,26,32,36,46,57,66,70,75,81
11,Loja,1116,Olmedo,-3.934000000000000,-79.64800000000000,0,2,6,7,9,10,12,13,13,15,16,22
11,Loja,1109,Paltas,-4.050000000000000,-79.65000000000001,10,20,30,38,47,55,65,73,74,85,92,96
11,Loja,1114,Pindal,-4.116100000000000,-80.10760000000001,3,4,8,10,11,16,17,18,20,24,24,29
11,Loja,1110,Puyango,-3.870000000000000,-80.09000000000000,6,8,11,17,22,27,29,35,42,49,51,53
11,Loja,1115,Quilanga,-4.298000000000000,-79.39860000000000,1,3,5,8,9,11,12,12,14,14,15,15
11,Loja,1111,Saraguro,-3.625300000000000,-79.24110000000000,5,12,21,27,40,48,65,75,82,99,108,111
11,Loja,1112,Sozoranga,-4.327778000000000,-79.78972200000000,3,3,4,5,10,12,15,19,22,25,26,28
11,Loja,1113,Zapotillo,-4.386360000000000,-80.24360000000000,5,7,12,13,15,18,18,20,26,29,29,34
12,Los Ríos,1202,Baba,-1.784167000000000,-79.67666699999999,10,18,29,37,50,59,66,74,88,102,108,120
12,Los Ríos,1201,Babahoyo,-1.800000000000000,-79.53333300000000,71,144,215,280,358,437,501,576,627,710,769,836
12,Los Ríos,1210,Buena Fe,-0.8985720000000000,-79.48891600000000,22,34,52,70,84,102,126,146,170,195,208,234
12,Los Ríos,1212,Mocache,-1.183850000000000,-79.50552999999999,7,13,17,32,35,42,49,58,59,67,81,93
12,Los Ríos,1203,Montalvo,-1.793800000000000,-79.28570000000001,8,14,24,34,38,45,53,57,62,66,67,75
12,Los Ríos,1209,Palenque,-1.432800000000000,-79.74950000000000,4,11,19,23,28,34,40,44,51,54,56,59
12,Los Ríos,1204,Puebloviejo,-1.550000000000000,-79.53388900000000,7,14,20,26,36,50,62,69,78,87,94,101
12,Los Ríos,1205,Quevedo,-1.033333000000000,-79.45000000000000,71,125,187,245,318,373,438,525,580,642,720,792
12,Los Ríos,1213,Quinsaloma,-1.206200000000000,-79.31450000000000,6,10,14,20,21,27,31,35,42,44,48,54
12,Los Ríos,1206,Urdaneta,-1.570556000000000,-79.47111099999999,14,21,26,38,50,59,76,87,96,105,115,128
12,Los Ríos,1211,Valencia,-0.9525000000000000,-79.35310000000000,14,23,37,44,53,61,71,82,88,102,105,116
12,Los Ríos,1207,Ventanas,-1.450000000000000,-79.47000000000000,19,38,50,68,82,93,109,126,142,164,182,202
12,Los Ríos,1208,Vinces,-1.558333000000000,-79.75000000000000,27,42,70,91,118,136,169,196,218,245,272,290
13,Manabí,1302,Bolívar,-0.8419440000000000,-80.16194400000001,7,20,30,43,54,64,80,93,102,112,128,136
13,Manabí,1303,Chone,-0.6833330000000000,-80.09999999999999,43,97,141,196,245,285,331,386,433,484,532,573
13,Manabí,1304,El Carmen,-1.314700000000000,-80.01690000000001,30,50,71,90,113,133,157,185,210,233,262,276
13,Manabí,1305,Flavio Alfaro,-0.4054000000000000,-79.90580000000000,7,16,23,31,42,48,54,61,69,78,83,87
13,Manabí,1320,Jama,-0.2014000000000000,-80.26590000000000,4,6,9,12,14,19,19,21,24,25,27,27
13,Manabí,1321,Jaramijó,-0.9487300000000000,-80.63630000000001,0,0,6,12,17,20,26,28,34,37,40,42
13,Manabí,1306,Jipijapa,-1.333330000000000,-80.58329999999999,24,47,84,110,150,194,225,253,281,300,327,356
13,Manabí,1307,Junín,-0.9291600000000000,-80.20569000000000,8,15,29,36,44,46,50,57,61,63,70,74
13,Manabí,1308,Manta,-0.9500220000000000,-80.71620000000000,83,177,274,397,510,628,741,840,930,1025,1109,1193
13,Manabí,1309,Montecristi,-1.033330000000000,-80.65000000000001,17,31,46,54,77,92,104,120,132,142,147,159
13,Manabí,1318,Olmedo,-1.396111000000000,-80.20611100000001,2,6,9,12,15,18,21,23,30,33,33,36
13,Manabí,1310,Paján,-1.570000000000000,-80.42000000000000,15,28,35,45,59,72,84,92,104,122,135,148
13,Manabí,1317,Pedernales,0.07010000000000000,-80.05360000000000,26,35,47,57,70,80,91,100,116,125,136,143
13,Manabí,1311,Pichincha,-1.047300000000000,-79.81860000000000,11,16,20,25,38,51,60,68,74,83,88,96
13,Manabí,1301,Portoviejo,-1.056181000000000,-80.45521700000000,125,228,383,555,760,917,1041,1164,1284,1419,1548,1684
13,Manabí,1319,Puerto López,-1.566667000000000,-80.81666700000000,5,14,17,21,26,32,38,44,47,50,53,59
13,Manabí,1312,Rocafuerte,-0.9200000000000000,-80.45999999999999,9,18,32,43,54,61,69,85,102,113,122,140
13,Manabí,1322,San Vicente,-0.5893000000000000,-80.40880000000000,2,8,11,15,21,27,35,39,45,50,52,61
13,Manabí,1313,Santa Ana,-1.206900000000000,-80.37090000000001,14,24,37,49,62,75,87,99,112,124,139,148
13,Manabí,1314,Sucre,-0.6000000000000000,-80.41666700000000,26,38,63,85,101,125,148,161,179,196,213,224
13,Manabí,1315,Tosagua,-0.7800000000000000,-80.26000000000001,7,19,32,51,60,64,76,92,99,107,113,121
13,Manabí,1316,Veinticuatro de Mayo,-1.278889000000000,-80.42000000000000,10,22,34,47,60,77,87,93,97,111,116,123
14,Morona Santiago,1402,Gualaquiza,-3.380000000000000,-78.58000000000000,3,4,10,15,19,24,28,29,36,40,43,46
14,Morona Santiago,1407,Huamboya,-1.785000000000000,-78.23194400000000,2,3,3,4,4,6,6,12,15,15,15,15
14,Morona Santiago,1403,Limón Indanza,-2.966250000000000,-78.43052800000000,3,7,8,11,15,16,22,24,26,30,33,39
14,Morona Santiago,1410,Logroño,-2.624800000000000,-78.18960000000000,2,2,2,2,2,3,3,4,4,5,5,5
14,Morona Santiago,1401,Morona,-2.300000000000000,-78.11666700000001,14,25,37,52,71,85,98,108,121,143,154,168
14,Morona Santiago,1411,Pablo Sexto,-1.803056000000000,-77.92111100000000,0,0,1,1,1,2,2,2,2,2,2,2
14,Morona Santiago,1404,Palora,-1.700000000000000,-77.94000000000000,0,3,3,3,6,9,10,11,12,12,15,17
14,Morona Santiago,1408,San Juan Bosco,-3.092300000000000,-78.51320000000000,1,1,1,2,2,2,3,3,4,5,5,5
14,Morona Santiago,1405,Santiago,-3.429800000000000,-78.56560000000000,2,5,9,13,15,17,19,23,27,30,33,34
14,Morona Santiago,1406,Sucúa,-2.460000000000000,-78.17000000000000,4,5,9,14,17,23,26,32,37,44,51,54
14,Morona Santiago,1409,Taisha,-2.339950000000000,-77.45808000000000,1,1,2,6,8,8,14,15,18,18,20,20
14,Morona Santiago,1412,Tiwintza,-2.917670000000000,-77.80170000000000,1,2,3,4,5,6,7,7,8,8,9,11
15,Napo,1503,Archidona,-0.9166670000000000,-77.78333300000000,6,10,15,23,31,42,46,50,59,63,70,77
15,Napo,1509,Carlos Julio Arosemena Tola,-1.166667000000000,-77.84999999999999,1,2,3,4,5,7,11,13,14,15,17,18
15,Napo,1504,El Chaco,-0.3402780000000000,-77.80888899999999,0,0,2,5,7,9,11,14,14,14,14,16
15,Napo,1507,Quijos,-0.4636110000000000,-77.89277800000001,2,2,7,8,12,13,22,23,25,25,26,26
15,Napo,1501,Tena,-0.9890000000000000,-77.81590000000000,18,31,46,61,83,98,111,129,151,169,190,198
22,Orellana,2202,Aguarico,-0.9211110000000000,-75.39916700000001,0,0,1,1,1,2,3,4,6,6,6,7
22,Orellana,2203,La Joya de los Sachas,-0.3000000000000000,-76.84999999999999,3,11,17,22,32,38,45,49,56,64,70,76
22,Orellana,2204,Loreto,-0.6904000000000000,-77.30830000000000,6,10,13,17,22,27,34,42,45,52,64,74
22,Orellana,2201,Orellana,-0.4666670000000000,-76.96666700000000,22,35,55,72,95,110,129,144,161,184,200,222
90,Otro,9001,Las Golondrinas,0,0,0,1,2,2,3,3,4,6,6,7,7,7
88,Otro,8800,Otro,0,0,1,1,2,2,4,4,5,5,6,6,7,7
16,Pastaza,1604,Arajuno,-1.234370000000000,-77.68750000000000,0,0,0,3,4,4,4,4,5,6,7,7
16,Pastaza,1602,Mera,-1.460000000000000,-78.09000000000000,1,2,4,6,7,8,10,15,16,18,20,22
16,Pastaza,1601,Pastaza,-1.066667000000000,-78.00111099999999,20,38,52,63,84,101,115,136,156,170,184,200
16,Pastaza,1603,Santa Clara,-1.267100000000000,-77.88820000000000,1,2,2,3,5,6,7,9,9,10,11,12
17,Pichincha,1702,Cayambe,0.04388900000000000,-78.15610000000000,21,46,59,71,97,127,151,166,180,203,228,251
17,Pichincha,1703,Mejía,-0.5101000000000000,-78.56980000000000,23,45,82,103,118,131,154,172,185,207,222,241
17,Pichincha,1704,Pedro Moncayo,0.04369700000000000,-78.34923999999999,9,13,19,24,30,35,45,55,58,65,72,75
17,Pichincha,1708,Pedro Vicente Maldonado,0.1666670000000000,-79,3,7,10,12,14,17,20,21,24,26,28,30
17,Pichincha,1709,Puerto Quito,0.1170000000000000,-79.26400000000000,8,10,12,14,16,21,27,32,36,40,42,44
17,Pichincha,1701,Quito,-0.2186110000000000,-78.50972200000000,873,1664,2531,3437,4310,5173,6035,6922,7676,8566,9409,10273
17,Pichincha,1705,Rumiñahui,-0.3345000000000000,-78.44750000000001,26,45,73,100,122,151,171,194,210,234,257,286
17,Pichincha,1707,San Miguel de Los Bancos,0.02300000000000000,-78.89200000000000,0,5,7,14,16,19,20,23,25,26,27,27
24,Santa Elena,2402,La Libertad,-2.233333000000000,-80.90000000000001,14,34,57,79,101,124,144,156,171,197,211,223
24,Santa Elena,2403,Salinas,-2.216667000000000,-80.95000000000000,22,36,55,79,103,121,139,155,167,191,213,235
24,Santa Elena,2401,Santa Elena,-2.226700000000000,-80.85830000000000,72,118,191,256,330,402,464,528,584,655,697,750
23,Sto. Domingo Tsáchilas,2302,La Concordia,0.002300000000000000,-79.38460000000001,14,20,27,37,50,63,80,91,101,112,128,134
23,Sto. Domingo Tsáchilas,2301,Santo Domingo,-0.2541670000000000,-79.17194400000000,125,258,389,517,659,781,929,1084,1229,1360,1482,1606
21,Sucumbíos,2106,Cascales,-0.06750000000000000,-77.21694400000000,4,4,6,8,9,12,15,19,21,23,23,27
21,Sucumbíos,2107,Cuyabeno,-0.1288890000000000,-76.41388900000000,3,3,5,5,7,8,8,8,9,13,14,14
21,Sucumbíos,2102,Gonzalo Pizarro,0.04700000000000000,-77.32280000000000,5,6,7,7,10,12,14,15,17,18,20,20
21,Sucumbíos,2101,Lago Agrio,0.08472200000000001,-76.88277800000000,18,45,67,93,123,154,183,220,246,278,306,323
21,Sucumbíos,2103,Putumayo,0.1000000000000000,-75.84999999999999,0,0,2,2,2,2,4,5,7,9,9,12
21,Sucumbíos,2104,Shushufindi,-0.1871000000000000,-76.64500000000000,11,20,28,35,47,51,58,70,77,83,92,99
21,Sucumbíos,2105,Sucumbíos,0.4592000000000000,-77.52300000000000,1,2,2,4,5,5,5,6,6,7,8,8
18,Tungurahua,1801,Ambato,-1.241667000000000,-78.61972200000000,162,330,485,644,809,979,1147,1336,1482,1642,1805,1941
18,Tungurahua,1802,Baños,-1.396389000000000,-78.42472200000000,7,13,22,25,28,30,36,45,46,54,58,64
18,Tungurahua,1803,Cevallos,-1.350000000000000,-78.61666700000001,1,3,5,7,8,12,15,17,19,21,23,27
18,Tungurahua,1804,Mocha,-1.416667000000000,-78.66666700000000,1,2,4,6,8,11,18,20,23,23,26,26
18,Tungurahua,1805,Patate,-1.316667000000000,-78.51666700000000,6,10,13,17,19,23,28,32,35,38,38,48
18,Tungurahua,1807,Pelileo,-1.327500000000000,-78.54083300000001,20,33,45,65,84,97,121,137,165,184,201,220
18,Tungurahua,1808,Píllaro,-1.175833000000000,-78.55527800000000,11,20,32,42,53,69,87,99,113,128,141,156
18,Tungurahua,1806,Quero,-1.379300000000000,-78.60700000000000,2,7,9,13,17,23,30,37,47,54,54,60
18,Tungurahua,1809,Tisaleo,-1.350000000000000,-78.66666700000000,2,5,10,11,15,21,21,23,29,32,33,39
19,Zamora Chinchipe,1907,Centinela del Cóndor,-3.894910000000000,-78.78140999999999,1,3,5,7,8,8,10,10,11,11,12,13
19,Zamora Chinchipe,1902,Chinchipe,-4.862800000000000,-79.13280000000000,6,7,10,12,16,18,20,21,21,22,24,24
19,Zamora Chinchipe,1906,El Pangui,-3.624900000000000,-78.58710000000001,0,1,3,3,4,6,6,10,11,11,13,15
19,Zamora Chinchipe,1903,Nangaritza,-4.048333000000000,-78.68222200000000,0,0,3,3,3,5,7,7,8,8,8,8
19,Zamora Chinchipe,1908,Palanda,-4.649800000000000,-79.13209999999999,1,1,2,3,8,10,12,12,14,14,14,15
19,Zamora Chinchipe,1909,Paquisha,-3.932750000000000,-78.67426000000000,1,1,1,1,1,3,4,5,7,11,11,11
19,Zamora Chinchipe,1904,Yacuambi,-3.634440000000000,-78.92810000000000,3,5,8,10,11,13,18,19,20,20,20,20
19,Zamora Chinchipe,1905,Yantzaza,-3.850000000000000,-78.75000000000000,6,12,15,17,23,26,29,33,37,39,46,48
19,Zamora Chinchipe,1901,Zamora,-4.120000000000000,-78.80000000000000,4,9,14,18,25,35,40,48,51,56,64,71
